l1_code,l1_name,l2_code,l2_name,l3_code,l3_name,plan_a,plan_b,plan_c,risk
08,Refund and compensation,08.04,Refund method,08.04.02,Store credit refund,REFUND-CREDIT,EXPLAIN-POLICY,HUMAN-REVIEW,high
08,Refund and Compensation,08.04,Refund Method,08.04.03,Gift Card Refund,REFUND-CREDIT,GIFTCARD-HELP,HUMAN-REVIEW,high
08,Refund and compensation,08.04,Refund method,08.04.04,Request to change the refund account,REFUND-FAILED,PAYMENT-VERIFY,HUMAN-REVIEW,manual
08,Refund and Compensation,08.05,Compensation and Price Adjustment,08.05.01,Delay Compensation,REFUND-COMP,SHIP-DELAY,HUMAN-REVIEW,high
08,Refund and Compensation,08.05,Compensation and Price Adjustment,08.05.02,Damage Compensation,REFUND-COMP,ITEM-DAMAGED,HUMAN-REVIEW,high
08,Refund and compensation,08.05,Compensation and price adjustment,08.05.03,Price difference refund,PRICE-MATCH,REFUND-PARTIAL,HUMAN-REVIEW,high
08,Refund and Compensation,08.05,Compensation and Price Adjustment,08.05.04,Compensation for excess authority,REFUND-COMP,MANAGER-ESCALATE,HUMAN-REVIEW,manual
09,warranty repair and safety,09.01,warranty qualification,09.01.01,merchant or manufacturer warranty,WARRANTY-COVER,REPAIR-FLOW,HUMAN-REVIEW,high
09,warranty repair and safety,09.01,warranty qualification,09.01.02,extended warranty plan,WARRANTY-COVER,EXPLAIN-POLICY,HUMAN-REVIEW,high
09,Warranty maintenance and safety,09.01,Warranty qualification,09.01.03,Expired warranty period,WARRANTY-COVER,REPAIR-FLOW,HUMAN-REVIEW,manual
09,warranty repair and safety,09.01,warranty qualification,09.01.04,no proof of purchase,WARRANTY-COVER,NEED-ORDER,HUMAN-REVIEW,manual
09,Warranty maintenance and safety,09.02,Maintenance service,09.02.01,Send for repair or door-to-door repair,REPAIR-FLOW,WARRANTY-COVER,HUMAN-REVIEW,high
09,warranty repair and safety,09.02,maintenance service,09.02.02,maintenance quotation,REPAIR-FLOW,PRICE-EXPLAIN,HUMAN-REVIEW,high
09,warranty repair and safety,09.02,maintenance service,09.02.03,maintenance status,REPAIR-FLOW,HUMAN-REVIEW,RESOLVE-NOW,medium
09,Warranty maintenance and safety,09.02,Maintenance service,09.02.04,Repeated maintenance unresolved,REPAIR-FLOW,REPLACEMENT-FLOW,MANAGER-ESCALATE,manual
09,Warranty Repair and Safety,09.03,Parts Replacement,09.03.01,Missing or Damaged Parts,PARTS-FLOW,ITEM-MISSING,HUMAN-REVIEW,high
09,warranty repair and safety,09.03,parts replacement,09.03.02,consumables purchase,PARTS-FLOW,PROD-FIT,STOCK-AVAILABLE,low
09,warranty repair and safety,09.03,parts replacement,09.03.03,complete machine replacement,REPLACEMENT-FLOW,WARRANTY-COVER,HUMAN-REVIEW,manual
09,Warranty maintenance and safety,09.03,Parts replacement,09.03.04,Replacement failure again,REPLACEMENT-FLOW,MANAGER-ESCALATE,HUMAN-REVIEW,manual
09,Warranty maintenance and safety,09.04,Product safety,09.04.01,"Smoke, fire and electric shock",SAFETY-ESCALATE,INJURY-FLOW,HUMAN-REVIEW,manual
09,Warranty maintenance and safety,09.04,Product safety,09.04.02,Risk of leakage and suffocation of children,SAFETY-ESCALATE,INJURY-FLOW,HUMAN-REVIEW,manual
09,Warranty maintenance and safety,09.04,Product safety,09.04.03,Suspected danger but no injury,SAFETY-ESCALATE,ITEM-DEFECT,HUMAN-REVIEW,manual
09,Warranty maintenance and safety,09.04,Product safety,09.04.04,Customer has been injured,INJURY-FLOW,SAFETY-ESCALATE,LEGAL-ESCALATE,manual
09,Warranty maintenance and safety,09.05,Recall,09.05.01,Confirmed to be within the recall scope,RECALL-FLOW,SAFETY-ESCALATE,HUMAN-REVIEW,manual
09,warranty repair and safety,09.05,recall,09.05.02,suspected recall scope,RECALL-FLOW,NEED-INFO,HUMAN-REVIEW,manual
09,warranty repair and safety,09.05,recall,09.05.03,recall remedy not received,RECALL-FLOW,MANAGER-ESCALATE,HUMAN-REVIEW,manual
09,warranty repair and safety,09.05,recall,09.05.04,unofficial recall rumors,RECALL-FLOW,PROD-SPEC,HUMAN-REVIEW,manual
10,Subscription numbers and services,10.01,Subscription cancellation and suspension,10.01.01,Cancel future renewal,SUB-CANCEL,RESOLVE-NOW,HUMAN-REVIEW,high
10,Subscription numbers and services,10.01,Subscription cancellation and suspension,10.01.02,Subscription suspension,SUB-PAUSE,SUB-CANCEL,HUMAN-REVIEW,high
10,Subscription numbers and services,10.01,Subscription cancellation and suspension,10.01.03,Skip one issue,SUB-PAUSE,SUB-CHANGE,HUMAN-REVIEW,high
10,Subscription numbers and services,10.01,Subscription cancellation and suspension,10.01.04,Order still issued after cancellation,SUB-CANCEL,ORDER-CANCEL,REFUND-ISSUED,manual
10,Subscription numbers and services,10.02,Subscription modification,10.02.01,Modify product quantity frequency,SUB-CHANGE,PRICE-EXPLAIN,HUMAN-REVIEW,high
10,Subscription numbers and services,10.02,Subscription modification,10.02.02,Modify delivery date,SUB-PAUSE,SUB-CHANGE,HUMAN-REVIEW,high
10,Subscription numbers and services,10.02,Subscription modification,10.02.03,Modify subscription address,SUB-CHANGE,ADDRESS-CHANGE,HUMAN-REVIEW,manual
10,Subscription numbers and services,10.02,Subscription modification,10.02.04,Prepaid subscription performance,SUB-CHANGE,SHIP-STATUS,HUMAN-REVIEW,high
10,Subscription numbers and services,10.03,Subscription billing,10.03.01,Free trial to paid,SUB-BILLING,EXPLAIN-POLICY,HUMAN-REVIEW,manual
10,Subscription numbers and services,10.03,Subscription billing,10.03.02,Automatic renewal dispute,SUB-BILLING,PAYMENT-UNAUTHORIZED,HUMAN-REVIEW,manual
10,Subscription numbers and services,10.03,Subscription billing,10.03.03,Renewal price changes,SUB-BILLING,PRICE-EXPLAIN,HUMAN-REVIEW,manual
10,Subscription numbers and services,10.03,Subscription billing,10.03.04,Renewal failed,SUB-BILLING,PAYMENT-DECLINED,HUMAN-REVIEW,high
10,Subscription Digital and Services,10.04,Digital Delivery,10.04.01,Download link not received,DIGITAL-DELIVERY,RESOLVE-NOW,NEED-ORDER,medium
10,Subscription Digital and Services,10.04,Digital Delivery,10.04.02,Download link expired,DIGITAL-DELIVERY,DIGITAL-ACTIVATE,HUMAN-REVIEW,medium
10,Subscription Digital and Services,10.04,Digital Delivery,10.04.03,License activation failed,DIGITAL-ACTIVATE,NEED-INFO,HUMAN-REVIEW,high
10,Subscription Digital and Services,10.04,Digital Delivery,10.04.04,Device or Region License Restrictions,DIGITAL-ACTIVATE,PRODUCT-POLICY,HUMAN-REVIEW,high
10,Subscription numbers and services,10.05,Digital refund,10.05.01,Refund not downloaded or activated,DIGITAL-REFUND,REFUND-ISSUED,HUMAN-REVIEW,high
10,Subscription numbers and services,10.05,Digital refund,10.05.02,Downloaded or activated refund,DIGITAL-REFUND,RETURN-EXCEPTION,HUMAN-REVIEW,manual
10,Subscription numbers and services,10.05,Digital refund,10.05.03,Digital content is defective,DIGITAL-REFUND,DIGITAL-ACTIVATE,HUMAN-REVIEW,manual
10,Subscription numbers and services,10.05,Digital refund,10.05.04,Mistaken purchase of digital goods,DIGITAL-REFUND,EXPLAIN-POLICY,HUMAN-REVIEW,manual
11,Account privacy and security,11.01,Account access,11.01.01,Forgot password,ACCOUNT-ACCESS,RESOLVE-NOW,SECURITY-PHISHING,medium
11,Account privacy and security,11.01,Account access,11.01.02,Verification code not received,ACCOUNT-ACCESS,NEED-INFO,HUMAN-REVIEW,high
11,Account privacy and security,11.01,Account access,11.01.03,Account locked,ACCOUNT-ACCESS,SECURITY-PHISHING,HUMAN-REVIEW,manual
11,Account privacy and security,11.01,Account access,11.01.04,Binding account for visitor orders,ACCOUNT-PROFILE,ORDER-CONFIRM,HUMAN-REVIEW,high
11,Account privacy and security,11.02,Data management,11.02.01,"Change name, email and phone number",ACCOUNT-PROFILE,NEED-INFO,HUMAN-REVIEW,manual
11,Account privacy and security,11.02,Data management,11.02.02,Modify default address,ACCOUNT-PROFILE,ADDRESS-CHANGE,HUMAN-REVIEW,manual
11,Account privacy and security,11.02,Data management,11.02.03,Merge duplicate accounts,ACCOUNT-PROFILE,NEED-INFO,HUMAN-REVIEW,manual
11,Account privacy and security,11.02,Data management,11.02.04,Close account,ACCOUNT-PROFILE,PRIVACY-REQUEST,HUMAN-REVIEW,manual
11,Account privacy and security,11.03,Privacy request,11.03.01,Access personal data,PRIVACY-REQUEST,HUMAN-REVIEW,NEED-INFO,manual
11,Account privacy and security,11.03,Privacy request,11.03.02,Delete personal data,PRIVACY-REQUEST,ACCOUNT-PROFILE,HUMAN-REVIEW,manual
11,Account privacy and security,11.03,Privacy request,11.03.03,Correction or restriction of processing,PRIVACY-REQUEST,ACCOUNT-PROFILE,HUMAN-REVIEW,manual
11,Account privacy and security,11.03,Privacy request,11.03.04,Object or withdraw consent,PRIVACY-REQUEST,UNSUBSCRIBE,HUMAN-REVIEW,manual
11,Account privacy and security,11.03,Privacy request,11.03.05,Third-party agent request,PRIVACY-REQUEST,NEED-INFO,HUMAN-REVIEW,manual
11,Account privacy and security,11.04,Account security,11.04.01,Suspicious login,SECURITY-PHISHING,ACCOUNT-ACCESS,HUMAN-REVIEW,manual
11,Account Privacy and Security,11.04,Account Security,11.04.02,Phishing Email,SECURITY-PHISHING,HUMAN-REVIEW,RESOLVE-NOW,manual
11,Account privacy and security,11.04,Account security,11.04.03,Account taken over,SECURITY-PHISHING,ACCOUNT-ACCESS,HUMAN-REVIEW,manual
11,Account privacy and security,11.04,Account security,11.04.04,Customer mistakenly sends sensitive data,SECURITY-PHISHING,PRIVACY-REQUEST,HUMAN-REVIEW,manual
11,Account privacy and security,11.05,Communication preferences,11.05.01,Unsubscribe from marketing emails,UNSUBSCRIBE,RESOLVE-NOW,HUMAN-REVIEW,low
11,Account privacy and security,11.05,Communication preferences,11.05.02,Unsubscribe via SMS or push notification,UNSUBSCRIBE,ACCOUNT-PROFILE,HUMAN-REVIEW,medium
11,Account privacy and security,11.05,Communication preferences,11.05.03,Transaction notification still required,UNSUBSCRIBE,EXPLAIN-POLICY,HUMAN-REVIEW,low
11,Account privacy and security,11.05,Communication preferences,11.05.04,Still receiving marketing after unsubscribing,UNSUBSCRIBE,PRIVACY-REQUEST,HUMAN-REVIEW,manual
12,preferential membership and recommendation,12.01,discount code,12.01.01,discount code is invalid,PROMO-VALIDATE,NEED-INFO,HUMAN-REVIEW,medium
12,preferential membership and recommendation,12.01,discount code,12.01.02,discount is not applicable to products,PROMO-VALIDATE,EXPLAIN-POLICY,PROMO-EXPIRED,low
12,preferential membership and recommendation,12.01,discount code,12.01.03,discounts cannot be stacked,PROMO-VALIDATE,PROMO-EXPIRED,HUMAN-REVIEW,medium
12,preferential membership and recommendation,12.01,discount code,12.01.04,discount after placing order,PROMO-VALIDATE,PRICE-MATCH,HUMAN-REVIEW,high
12,preferential membership and recommendation,12.02,activity qualification,12.02.01,activity has ended,PROMO-EXPIRED,PROMO-VALIDATE,HUMAN-REVIEW,low
12,Preferential membership and recommendation,12.02,activity qualifications,12.02.02,regional channels are not qualified,PROMO-VALIDATE,EXPLAIN-POLICY,HUMAN-REVIEW,medium
12,preferential membership and recommendation,12.02,activity qualification,12.02.03,full discount threshold,PROMO-VALIDATE,PRICE-EXPLAIN,HUMAN-REVIEW,medium
12,preferential membership and recommendation,12.02,event qualification,12.02.04,gift not triggered,PROMO-VALIDATE,ITEM-MISSING,HUMAN-REVIEW,high
12,preferential membership and recommendation,12.03,member points,12.03.01,points not received,LOYALTY-ADJUST,NEED-ORDER,HUMAN-REVIEW,high
12,preferential membership and recommendation,12.03,member points,12.03.02,points withdrawn,LOYALTY-ADJUST,REFUND-PARTIAL,HUMAN-REVIEW,high
12,preferential membership and recommendation,12.03,member points,12.03.03,points expired,LOYALTY-ADJUST,EXPLAIN-POLICY,HUMAN-REVIEW,medium
12,preferential membership and recommendation,12.03,member points,12.03.04,wrong membership level,LOYALTY-ADJUST,ACCOUNT-PROFILE,HUMAN-REVIEW,high
12,preferential membership and recommendation,12.04,reward redemption,12.04.01,reward cannot be redeemed,LOYALTY-ADJUST,PROMO-VALIDATE,HUMAN-REVIEW,high
12,preferential membership and recommendation,12.04,reward redemption,12.04.02,insufficient reward inventory,LOYALTY-ADJUST,STOCK-RESTOCK,HUMAN-REVIEW,medium
12,preferential membership and recommendation,12.04,reward redemption,12.04.03,reward return,LOYALTY-ADJUST,REFUND-CREDIT,HUMAN-REVIEW,high
12,preferential membership and recommendation,12.04,reward redemption,12.04.04,birthday or VIP rights,LOYALTY-ADJUST,PROMO-VALIDATE,HUMAN-REVIEW,high
12,preferential membership and recommendation,12.05,recommendation rebate,12.05.01,recommendation not tracked,REFERRAL-FLOW,NEED-INFO,HUMAN-REVIEW,high
12,preferential membership and recommendation,12.05,recommendation rebate,12.05.02,recommendation reward not received,REFERRAL-FLOW,LOYALTY-ADJUST,HUMAN-REVIEW,high
12,preferential membership and recommendation,12.05,recommendation rebate,12.05.03,recommendation qualification dispute,REFERRAL-FLOW,EXPLAIN-POLICY,HUMAN-REVIEW,manual
12,preferential membership and recommendation,12.05,recommendation rebate,12.05.04,recommendation suspected of self-purchase or cheating,REFERRAL-FLOW,HUMAN-REVIEW,LEGAL-ESCALATE,manual
13,Platform and multi-seller orders,13.01,sales entities,13.01.01,third-party seller orders,MARKETPLACE-ROUTE,NEED-ORDER,HUMAN-REVIEW,manual
13,Platform and multi-seller orders,13.01,sales entities,13.01.02,platform direct sales orders,MARKETPLACE-ROUTE,ORDER-CONFIRM,HUMAN-REVIEW,medium
13,Platform and multi-seller orders,13.01,sales entity,13.01.03,multiple sellers in the same shopping cart,MARKETPLACE-ROUTE,ORDER-SPLIT,HUMAN-REVIEW,manual
13,Platform and multi-seller orders,13.01,sales entities,13.01.04,consignment orders,MARKETPLACE-ROUTE,SHIP-STATUS,HUMAN-REVIEW,manual
13,Platform and multi-seller orders,13.02,Platform after-sales,13.02.01,Platform returns,MARKETPLACE-ROUTE,RETURN-ELIGIBLE,HUMAN-REVIEW,manual
13,Platform and multi-seller orders,13.02,Platform after-sales,13.02.02,Platform refund,MARKETPLACE-ROUTE,REFUND-PENDING,HUMAN-REVIEW,manual
13,Platform and multi-seller orders,13.02,Platform after-sales,13.02.03,Platform cases or disputes,MARKETPLACE-ROUTE,LEGAL-ESCALATE,HUMAN-REVIEW,manual
13,Platform and multi-seller orders,13.02,platform after-sales,13.02.04,seller refuses after-sales,MARKETPLACE-ROUTE,MANAGER-ESCALATE,HUMAN-REVIEW,manual
13,Platform and multi-seller orders,13.03,channel conflict,13.03.01,online consultation for store purchases,MARKETPLACE-ROUTE,NEED-ORDER,HUMAN-REVIEW,medium
13,Platform and multi-seller orders,13.03,channel conflict,13.03.02,official website and platform prices are different,PRICE-EXPLAIN,MARKETPLACE-ROUTE,HUMAN-REVIEW,medium
13,Platform and multi-seller orders,13.03,channel conflict,13.03.03,different channel policies,MARKETPLACE-ROUTE,EXPLAIN-POLICY,HUMAN-REVIEW,manual
13,Platform and multi-seller orders,13.03,channel conflict,13.03.04,cross-channel exchange and return,MARKETPLACE-ROUTE,RETURN-EXCEPTION,HUMAN-REVIEW,manual
14,Corporate Procurement and Wholesale,14.01,Wholesale Qualification,14.01.01,Wholesale Initial Inquiry,B2B-QUALIFY,NEED-INFO,HUMAN-REVIEW,medium
14,Corporate Procurement and Wholesale,14.01,Wholesale Qualification,14.01.02,Dealer or Resale,B2B-QUALIFY,LEGAL-ESCALATE,HUMAN-REVIEW,manual
14,Corporate Procurement and Wholesale,14.01,Wholesale Qualification,14.01.03,Corporate Gift Procurement,B2B-QUALIFY,B2B-QUOTE,HUMAN-REVIEW,medium
14,Corporate Procurement and Wholesale,14.01,Wholesale Qualification,14.01.04,Government Education Non-profit Procurement,B2B-QUALIFY,INVOICE-ISSUE,HUMAN-REVIEW,manual
14,Corporate Procurement and Wholesale,14.02,Quotation and Quantity,14.02.01,Batch Quotation,B2B-QUOTE,B2B-QUALIFY,HUMAN-REVIEW,high
14,Corporate Procurement and Wholesale,14.02,Quotation and Quantity,14.02.02,Minimum Order Quantity,B2B-QUOTE,EXPLAIN-POLICY,HUMAN-REVIEW,medium
14,Corporate Procurement and Wholesale,14.02,Quotation and Quantity,14.02.03,Quotation Validity Period,B2B-QUOTE,PRICE-EXPLAIN,HUMAN-REVIEW,medium
14,Corporate Procurement and Wholesale,14.02,Quotation and Quantity,14.02.04,Sample Order,B2B-QUALIFY,PRICE-EXPLAIN,HUMAN-REVIEW,medium
14,Corporate Procurement and Wholesale,14.03,Contract Payment Tax,14.03.01,Purchase Order PO,B2B-QUOTE,INVOICE-ISSUE,HUMAN-REVIEW,manual
14,Corporate Procurement and Wholesale,14.03,Contract Payment Tax,14.03.02,Account Period or Credit Approval,B2B-QUOTE,PAYMENT-VERIFY,HUMAN-REVIEW,manual
14,Corporate Procurement and Wholesale,14.03,Contract Payment Tax,14.03.03,Tax Exemption or Resale Certificate,INVOICE-ISSUE,TAX-DUTY,HUMAN-REVIEW,manual
14,Corporate Procurement and Wholesale,14.03,Contract Payment Tax,14.03.04,Modification of Contract Terms,B2B-QUOTE,LEGAL-ESCALATE,HUMAN-REVIEW,manual
14,Corporate Procurement and Wholesale,14.04,Customized Fulfillment,14.04.01,Customized Products,B2B-QUALIFY,B2B-QUOTE,HUMAN-REVIEW,manual
14,Enterprise Procurement and Wholesale,14.04,Customized Fulfillment,14.04.02,Bulk Delivery Time,PREORDER-INFO,B2B-QUOTE,HUMAN-REVIEW,manual
14,Enterprise Procurement and Wholesale,14.04,Customized Fulfillment,14.04.03,Delivery in batches,ORDER-SPLIT,SHIP-PARTIAL,HUMAN-REVIEW,high
14,Enterprise Procurement and Wholesale,14.04,Customized Fulfillment,14.04.04,B2B Return and Exchange Warranty,B2B-QUOTE,WARRANTY-COVER,LEGAL-ESCALATE,manual
15,"feedback, complaints and upgrades",15.01,positive feedback,15.01.01,praise the product,FEEDBACK-POSITIVE,CLOSE-THANKS,RESOLVE-NOW,low
15,"feedback, complaints and upgrades",15.01,positive feedback,15.01.02,praise customer service,FEEDBACK-POSITIVE,CLOSE-THANKS,MANAGER-ESCALATE,low
15,feedback complaints and upgrades,15.01,positive feedback,15.01.03,share usage stories,FEEDBACK-POSITIVE,CLOSE-THANKS,HUMAN-REVIEW,low
15,"Feedback, complaints and upgrades",15.01,Positive feedback,15.01.04,Just express gratitude,CLOSE-THANKS,FEEDBACK-POSITIVE,RESOLVE-NOW,low
15,feedback complaints and upgrades,15.02,general complaints,15.02.01,product experience complaints,COMPLAINT-RECOVER,ITEM-QUALITY,HUMAN-REVIEW,high
15,feedback complaints and upgrades,15.02,general complaints,15.02.02,logistics experience complaints,COMPLAINT-RECOVER,SHIP-DELAY,HUMAN-REVIEW,high
15,feedback complaints and upgrades,15.02,general complaints,15.02.03,policy dissatisfaction,COMPLAINT-RECOVER,EXPLAIN-POLICY,MANAGER-ESCALATE,manual
15,feedback complaints and upgrades,15.02,general complaints,15.02.04,customer service attitude complaints,COMPLAINT-RECOVER,MANAGER-ESCALATE,HUMAN-REVIEW,manual
15,Feedback complaints and upgrades,15.03,manual upgrades,15.03.01,explicitly require manual work,MANAGER-ESCALATE,HUMAN-REVIEW,COMPLAINT-RECOVER,manual
15,"Feedback, complaints and escalation",15.03,manual escalation,15.03.02,explicitly request the manager,MANAGER-ESCALATE,HUMAN-REVIEW,COMPLAINT-RECOVER,manual
15,"Feedback, complaints and upgrades",15.03,manual upgrade,15.03.03,manual processing required,MANAGER-ESCALATE,HUMAN-REVIEW,COMPLAINT-RECOVER,manual
15,Feedback complaints and upgrades,15.03,manual upgrades,15.03.04,repeated unresolved,MANAGER-ESCALATE,COMPLAINT-RECOVER,HUMAN-REVIEW,manual
15,feedback complaints and upgrades,15.04,payment disputes,15.04.01,threat to refuse payment,CHARGEBACK-ESCALATE,COMPLAINT-RECOVER,HUMAN-REVIEW,manual
15,feedback complaints and upgrades,15.04,payment disputes,15.04.02,chargeback initiated,CHARGEBACK-ESCALATE,PAYMENT-UNAUTHORIZED,HUMAN-REVIEW,manual
15,feedback complaints and upgrades,15.04,payment disputes,15.04.03,platform payment disputes,CHARGEBACK-ESCALATE,MARKETPLACE-ROUTE,HUMAN-REVIEW,manual
15,feedback complaints and upgrades,15.04,payment disputes,15.04.04,suspected duplicate claims,CHARGEBACK-ESCALATE,HUMAN-REVIEW,LEGAL-ESCALATE,manual
15,"Feedback, complaints and upgrades",15.05,Legal supervision media,15.05.01,Lawyer letters or legal threats,LEGAL-ESCALATE,HUMAN-REVIEW,COMPLAINT-RECOVER,manual
15,"Feedback, complaints and upgrades",15.05,Legal supervision media,15.05.02,Complaints from regulatory or consumer agencies,LEGAL-ESCALATE,HUMAN-REVIEW,MANAGER-ESCALATE,manual
15,"feedback, complaints and upgrades",15.05,legal supervision of media,15.05.03,media interviews,LEGAL-ESCALATE,HUMAN-REVIEW,MANAGER-ESCALATE,manual
15,feedback complaints and upgrades,15.05,legal supervision media,15.05.04,litigation court or law enforcement documents,LEGAL-ESCALATE,HUMAN-REVIEW,MANAGER-ESCALATE,manual
15,"Feedback, Complaints and Escalation",15.06,"Discrimination, Harassment and Employee Behavior",15.06.01,Discrimination Complaint,MANAGER-ESCALATE,LEGAL-ESCALATE,HUMAN-REVIEW,manual
15,"Feedback, complaints and escalation",15.06,"Discrimination, harassment and employee behavior",15.06.02,Harassment or threats,MANAGER-ESCALATE,LEGAL-ESCALATE,HUMAN-REVIEW,manual
15,"Feedback, Complaints and Escalation",15.06,"Discrimination, Harassment and Employee Behavior",15.06.03,Employee Misbehavior,MANAGER-ESCALATE,COMPLAINT-RECOVER,HUMAN-REVIEW,manual
15,"Feedback, complaints and escalation",15.06,"Discrimination, harassment and employee behavior",15.06.04,Customers threatening employee safety,MANAGER-ESCALATE,LEGAL-ESCALATE,HUMAN-REVIEW,manual
16,Accessibility and Other Services,16.01,Accessibility,16.01.01,Website or Checkout Accessibility Barriers,ACCESSIBILITY-FLOW,CHECKOUT-FIX,HUMAN-REVIEW,manual
16,Accessibility and other services,16.01,Accessibility,16.01.02,Email attachments are not accessible,ACCESSIBILITY-FLOW,RESOLVE-NOW,HUMAN-REVIEW,high
16,Accessibility and other services,16.01,Accessibility,16.01.03,Alternative formats needed,ACCESSIBILITY-FLOW,NEED-INFO,HUMAN-REVIEW,high
16,Accessibility and other services,16.01,Accessibility,16.01.04,Reasonable assistance related to disabilities,ACCESSIBILITY-FLOW,MANAGER-ESCALATE,HUMAN-REVIEW,manual
16,Accessibility and other services,16.02,Language and regional support,16.02.01,Request other languages,ACCESSIBILITY-FLOW,RESOLVE-NOW,HUMAN-REVIEW,medium
16,Accessibility and other services,16.02,Language and regional support,16.02.02,Translation leads to misunderstanding,ACCESSIBILITY-FLOW,COMPLAINT-RECOVER,HUMAN-REVIEW,high
16,Accessibility and other services,16.02,Language and region support,16.02.03,Time zone date format problem,ACCESSIBILITY-FLOW,NEED-INFO,RESOLVE-NOW,low
16,Accessibility and other services,16.02,Language and regional support,16.02.04,Unknown source of regional policy,ACCESSIBILITY-FLOW,EXPLAIN-POLICY,HUMAN-REVIEW,manual
16,Accessibility and other services,16.03,Junk and non-customer emails,16.03.01,Just thank you and no need to continue,CLOSE-THANKS,RESOLVE-NOW,FEEDBACK-POSITIVE,low
16,Accessibility and other services,16.03,Junk and non-customer emails,16.03.02,Automatic reply to bounced emails,CLOSE-THANKS,HUMAN-REVIEW,RESOLVE-NOW,low
16,Accessibility and other services,16.03,Spam and non-customer mail,16.03.03,Obvious spam phishing,SECURITY-PHISHING,HUMAN-REVIEW,CLOSE-THANKS,manual
16,Accessibility and other services,16.03,Junk and non-customer emails,16.03.04,Unclassifiable real customer emails,NEED-INFO,HUMAN-REVIEW,MANAGER-ESCALATE,manual

